,BME280_Humidity,BME280_Pressure,BME280_Temp,DS18B20_Temp,Date,Intensity,Spinach_Area,Potato_Area,Valid
0,66.7,900.24,15.74,10.06,2019-10-26 07:25:58,155.0,0,0,0
1,66.72,900.29,15.74,10.88,2019-10-26 07:25:59,215.0,0,0,0
2,66.55,900.4,16.02,10.94,2019-10-26 07:41:07,215.0,0,0,0
3,66.1,900.59,16.6,11.44,2019-10-26 07:56:14,280.0,0,0,0
4,65.65,900.51,17.04,12.25,2019-10-26 08:11:21,431.0,0,0,0
5,64.49,900.51,18.28,13.12,2019-10-26 08:26:28,700.0,0,0,0
6,63.62,900.78,19.22,13.19,2019-10-26 08:41:36,1024.0,0,0,0
7,62.92,900.85,20.22,14.25,2019-10-26 08:56:43,1126.0,0,0,0
8,61.86,900.97,20.94,15.12,2019-10-26 09:11:50,1369.0,0,0,0
9,61.1,900.95,21.94,16.19,2019-10-26 09:26:57,1509.0,0,0,0
10,59.68,900.95,23.26,16.75,2019-10-26 09:42:05,1695.0,0,0,0
11,53.02,900.56,29.08,22.31,2019-10-26 10:40:11,2664.0,0,0,0
12,53.02,900.56,29.1,21.94,2019-10-26 10:40:12,7315.0,0,0,0
13,46.64,900.4,34.8,24.19,2019-10-26 10:55:19,7320.0,0,0,0
14,44.91,900.15,37.15,23.69,2019-10-26 11:10:27,6793.0,0,0,0
15,44.29,899.92,38.04,25.56,2019-10-26 11:25:34,6691.0,0,0,0
16,43.23,899.69,39.25,26.25,2019-10-26 11:40:41,6645.0,0,0,0
17,43.5,899.55,39.35,25.06,2019-10-26 11:55:48,6382.0,0,0,0
18,44.27,899.5,38.5,24.38,2019-10-26 12:10:56,5925.0,0,0,0
19,44.94,899.38,38.15,23.62,2019-10-26 12:26:03,6240.0,0,0,0
20,49.21,899.26,34.41,21.06,2019-10-26 12:41:10,6290.0,0,0,0
21,53.1,899.03,31.3,23.12,2019-10-26 12:56:18,2450.0,0,0,0
22,54.0,898.84,30.25,23.62,2019-10-26 13:11:25,2011.0,126,890,1
23,54.04,898.64,30.02,23.62,2019-10-26 13:26:32,1797.0,398,1413,1
24,53.66,898.4,29.86,23.19,2019-10-26 13:41:39,1694.0,244,962,1
25,53.5,898.2,29.96,23.25,2019-10-26 13:56:47,1614.0,1159,2538,1
26,53.42,898.04,29.93,22.81,2019-10-26 14:11:54,1512.0,324,2880,1
27,53.56,897.88,29.68,23.0,2019-10-26 14:27:01,1354.0,133,1645,1
28,53.77,897.87,29.26,22.94,2019-10-26 14:42:08,1265.0,90,855,1
29,53.93,897.71,29.03,23.0,2019-10-26 14:57:16,1204.0,52,727,1
30,53.87,897.56,28.84,22.69,2019-10-26 15:12:23,1138.0,66,524,1
31,54.08,897.42,28.55,22.25,2019-10-26 15:27:30,1023.0,0,0,1
32,54.42,897.43,28.18,21.81,2019-10-26 15:42:38,890.0,0,0,0
33,54.69,897.46,27.79,21.75,2019-10-26 15:57:45,776.0,0,0,0
34,55.1,897.44,27.34,21.94,2019-10-26 16:12:52,650.0,0,0,0
35,55.32,897.58,27.02,21.38,2019-10-26 16:27:59,553.0,0,0,0
36,56.07,897.6,26.22,20.19,2019-10-26 16:43:07,435.0,0,0,0
37,56.76,897.69,25.45,19.56,2019-10-26 16:58:14,315.0,0,0,0
38,57.13,897.71,24.92,18.5,2019-10-26 17:13:21,220.0,0,0,0
39,57.9,897.81,24.32,18.25,2019-10-26 17:28:29,122.0,0,0,0
40,63.81,899.26,14.33,9.5,2019-10-27 07:30:03,139.0,0,0,0
41,63.84,899.28,14.35,10.44,2019-10-27 07:30:05,185.0,0,0,0
42,63.54,899.35,14.66,10.44,2019-10-27 07:45:12,185.0,0,0,0
43,62.89,899.39,15.53,10.81,2019-10-27 08:00:19,242.0,0,0,0
44,62.04,899.41,16.46,10.56,2019-10-27 08:15:27,535.0,0,0,0
45,61.15,899.51,17.33,12.25,2019-10-27 08:30:34,906.0,0,0,0
46,60.22,899.45,18.36,12.88,2019-10-27 08:45:41,1232.0,0,0,0
47,59.39,899.39,19.31,13.88,2019-10-27 09:00:48,1370.0,0,0,0
48,58.48,899.25,20.44,14.25,2019-10-27 09:15:56,1465.0,0,0,0
49,57.65,899.21,21.4,15.38,2019-10-27 09:31:03,1603.0,0,0,0
50,56.38,899.15,22.8,16.06,2019-10-27 09:46:10,1830.0,0,0,0
51,52.04,898.75,26.68,19.38,2019-10-27 10:35:42,2639.0,0,0,0
52,52.02,898.77,26.69,19.56,2019-10-27 10:35:44,7365.0,0,0,0
53,44.53,898.77,34.12,24.12,2019-10-27 10:50:51,7361.0,0,0,0
54,41.5,898.65,37.94,26.38,2019-10-27 11:05:58,7814.0,0,0,0
55,40.37,898.56,39.88,25.06,2019-10-27 11:21:06,7360.0,0,0,0
56,39.42,898.44,41.64,27.06,2019-10-27 11:36:13,7477.0,0,0,0
57,39.68,898.22,41.37,26.5,2019-10-27 11:51:20,6995.0,0,0,0
58,39.26,898.03,42.18,28.0,2019-10-27 12:06:27,6804.0,0,0,0
59,39.73,897.9,42.0,28.69,2019-10-27 12:21:34,7395.0,0,0,0
60,41.06,897.69,40.98,24.44,2019-10-27 12:36:42,6770.0,0,0,0
61,48.85,897.54,33.92,23.06,2019-10-27 12:51:49,2644.0,0,0,0
62,50.81,897.37,31.56,23.19,2019-10-27 13:06:56,2083.0,4097,9144,1
63,50.75,897.09,31.23,24.44,2019-10-27 13:22:03,1715.0,13873,20956,1
64,50.43,896.99,31.03,24.19,2019-10-27 13:37:11,1570.0,27555,25106,1
65,50.44,896.96,30.59,23.75,2019-10-27 13:52:18,1476.0,26471,32376,1
66,50.26,896.83,30.41,23.81,2019-10-27 14:07:25,1393.0,21321,21479,1
67,50.25,896.85,30.21,23.56,2019-10-27 14:22:32,1295.0,29465,53288,1
68,50.49,896.79,29.57,22.81,2019-10-27 14:37:40,1194.0,8192,8142,1
69,50.32,896.72,29.38,23.5,2019-10-27 14:52:47,1120.0,7629,8400,1
70,50.14,896.71,29.59,23.56,2019-10-27 15:07:54,1057.0,3454,5527,1
71,50.39,896.55,29.37,23.31,2019-10-27 15:23:01,925.0,4095,6177,1
72,50.62,896.48,29.05,23.06,2019-10-27 15:38:09,826.0,2255,2740,1
73,50.99,896.36,28.55,22.62,2019-10-27 15:53:16,736.0,260,519,1
74,51.23,896.39,28.13,22.12,2019-10-27 16:08:23,639.0,0,0,0
75,51.93,896.31,27.54,21.12,2019-10-27 16:23:30,547.0,0,0,0
76,52.45,896.36,27.01,20.0,2019-10-27 16:38:38,436.0,0,0,0
77,53.18,896.46,26.35,19.38,2019-10-27 16:53:45,339.0,0,0,0
78,53.83,896.57,25.65,19.19,2019-10-27 17:08:52,230.0,0,0,0
79,54.57,896.8,24.64,17.38,2019-10-27 17:23:59,144.0,0,0,0
80,60.98,899.3,15.24,10.12,2019-10-28 07:25:38,127.0,0,0,0
81,60.97,899.3,15.24,10.19,2019-10-28 07:25:39,173.0,0,0,0
82,60.54,899.51,15.57,10.0,2019-10-28 07:40:47,173.0,0,0,0
83,60.19,899.61,15.66,10.31,2019-10-28 07:55:54,223.0,0,0,0
84,59.83,899.75,16.47,11.31,2019-10-28 08:11:01,367.0,0,0,0
85,58.78,899.84,17.63,12.25,2019-10-28 08:26:09,730.0,0,0,0
86,58.14,900.05,18.4,12.44,2019-10-28 08:41:16,1180.0,0,0,0
87,57.16,900.08,19.6,14.06,2019-10-28 08:56:23,1324.0,0,0,0
88,40.27,899.61,37.62,25.5,2019-10-28 11:04:50,8111.0,0,0,0
89,40.25,899.7,37.63,25.62,2019-10-28 11:04:52,7504.0,0,0,0
90,39.02,899.57,39.77,26.06,2019-10-28 11:19:59,7501.0,0,0,0
91,38.16,899.41,41.31,27.88,2019-10-28 11:35:06,7738.0,0,0,0
92,37.3,899.28,42.87,25.12,2019-10-28 11:50:13,7087.0,0,0,0
93,38.49,899.2,41.54,27.31,2019-10-28 12:05:21,6823.0,0,0,0
94,38.5,898.89,41.79,27.5,2019-10-28 12:20:28,7585.0,0,0,0
95,39.21,898.85,41.42,26.12,2019-10-28 12:35:35,6996.0,0,0,0
96,47.13,898.56,33.99,23.69,2019-10-28 12:50:43,2624.0,0,0,0
97,49.3,898.3,31.56,24.44,2019-10-28 13:05:50,2088.0,2425,3026,1
98,49.24,897.98,31.11,24.25,2019-10-28 13:20:57,1691.0,4972,4126,1
99,48.94,897.88,31.03,24.38,2019-10-28 13:36:04,1527.0,6406,3460,1
100,48.95,897.85,30.64,24.56,2019-10-28 13:51:12,1423.0,10723,4557,1
101,48.83,897.73,30.58,24.31,2019-10-28 14:06:19,1326.0,10076,3503,1
102,48.65,897.51,30.43,24.38,2019-10-28 14:21:26,1247.0,10443,7656,1
103,48.75,897.33,30.33,24.38,2019-10-28 14:36:33,1157.0,9666,3880,1
104,48.82,897.32,30.14,24.25,2019-10-28 14:51:41,1069.0,9015,3310,1
105,48.84,897.44,30.07,23.75,2019-10-28 15:06:48,982.0,4057,1422,1
106,49.21,897.45,29.54,23.75,2019-10-28 15:21:55,911.0,2160,669,1
107,49.64,897.47,28.89,22.88,2019-10-28 15:37:02,826.0,862,204,1
108,49.95,897.6,28.32,23.06,2019-10-28 15:52:10,709.0,355,122,1
109,50.14,897.62,28.12,22.31,2019-10-28 16:07:17,622.0,0,0,0
110,50.57,897.49,27.56,21.94,2019-10-28 16:22:24,514.0,0,0,0
111,50.92,897.6,27.02,21.0,2019-10-28 16:37:32,399.0,0,0,0
112,51.47,897.52,26.59,20.69,2019-10-28 16:52:39,346.0,0,0,0
113,51.87,897.71,26.18,20.31,2019-10-28 17:07:46,252.0,0,0,0
114,52.06,897.85,26.02,20.0,2019-10-28 17:22:53,187.0,0,0,0
115,59.77,900.46,15.9,10.56,2019-10-29 07:24:28,120.0,0,0,0
116,59.77,900.46,15.9,10.81,2019-10-29 07:24:30,167.0,0,0,0
117,59.65,900.63,16.12,10.81,2019-10-29 07:39:37,167.0,0,0,0
118,59.34,900.67,16.55,11.25,2019-10-29 07:54:44,218.0,0,0,0
119,58.73,900.8,17.3,12.06,2019-10-29 08:09:51,320.0,0,0,0
120,57.95,900.93,18.13,12.5,2019-10-29 08:24:59,596.0,0,0,0
121,56.98,900.91,18.95,13.0,2019-10-29 08:40:06,991.0,0,0,0
122,56.22,900.98,19.79,13.62,2019-10-29 08:55:13,1170.0,0,0,0
123,55.66,901.03,20.53,14.44,2019-10-29 09:10:20,1305.0,0,0,0
124,54.8,900.8,21.71,15.69,2019-10-29 09:25:28,1410.0,0,0,0
125,53.88,900.7,22.99,16.56,2019-10-29 09:40:35,1600.0,0,0,0
126,52.73,900.66,23.75,17.0,2019-10-29 09:55:42,1815.0,0,0,0
127,51.86,900.54,24.64,17.81,2019-10-29 10:10:50,2055.0,0,0,0
128,50.74,900.59,25.54,18.81,2019-10-29 10:25:57,2328.0,0,0,0
129,47.7,900.4,28.99,22.94,2019-10-29 10:41:04,2643.0,0,0,0
130,41.03,900.44,35.9,24.12,2019-10-29 10:56:11,7027.0,0,0,0
131,38.93,900.09,39.12,26.38,2019-10-29 11:11:19,6939.0,0,0,0
132,38.16,899.91,40.3,26.38,2019-10-29 11:26:26,6985.0,0,0,0
133,37.75,899.84,41.15,25.06,2019-10-29 11:41:33,7175.0,0,0,0
134,38.52,899.87,40.28,25.31,2019-10-29 11:56:41,7006.0,0,0,0
135,38.5,899.74,40.45,25.56,2019-10-29 12:11:48,6615.0,0,0,0
136,38.95,899.47,40.08,27.75,2019-10-29 12:26:55,6890.0,0,0,0
137,42.74,899.13,36.76,26.12,2019-10-29 12:42:02,6198.0,0,0,0
138,47.41,898.88,32.79,23.81,2019-10-29 12:57:10,2418.0,0,0,0
139,48.78,898.78,30.94,23.5,2019-10-29 13:12:17,1892.0,0,0,0
140,48.67,898.67,30.57,23.94,2019-10-29 13:27:24,1635.0,31434,182858,1
141,48.56,898.51,30.46,23.56,2019-10-29 13:42:32,1486.0,34010,91562,1
142,48.68,898.3,30.15,23.12,2019-10-29 13:57:39,1410.0,33618,52507,1
143,48.56,898.18,30.04,24.12,2019-10-29 14:12:46,1308.0,34797,38505,1
144,48.59,897.94,29.9,23.69,2019-10-29 14:27:54,1240.0,24303,27576,1
145,48.52,897.83,29.83,23.44,2019-10-29 14:43:01,1162.0,20085,16540,1
146,48.69,897.74,29.82,23.94,2019-10-29 14:58:08,1048.0,17301,12254,1
147,48.75,897.6,29.53,23.44,2019-10-29 15:13:15,962.0,15044,8773,1
148,49.29,897.51,28.79,23.31,2019-10-29 15:28:23,862.0,5525,2660,1
149,49.58,897.63,28.4,22.62,2019-10-29 15:43:30,770.0,2376,1268,1
150,49.63,897.62,28.26,22.69,2019-10-29 15:58:37,689.0,666,624,1
151,50.0,897.7,27.88,22.5,2019-10-29 16:13:44,546.0,0,0,0
152,50.29,897.71,27.53,21.75,2019-10-29 16:28:52,465.0,0,0,0
153,51.11,897.74,26.66,20.5,2019-10-29 16:43:59,371.0,0,0,0
154,51.91,897.82,25.75,19.75,2019-10-29 16:59:06,233.0,0,0,0
155,52.36,897.83,25.14,19.12,2019-10-29 17:14:14,152.0,0,0,0
156,53.01,897.95,24.41,17.62,2019-10-29 17:29:21,114.0,0,0,0
157,58.87,899.82,17.15,11.25,2019-10-30 07:30:56,114.0,0,0,0
158,58.89,899.85,17.16,12.0,2019-10-30 07:30:57,247.0,0,0,0
159,58.49,900.03,17.57,11.44,2019-10-30 07:46:05,248.0,0,0,0
160,58.15,899.97,18.02,12.62,2019-10-30 08:01:12,226.0,0,0,0
161,57.64,900.04,18.71,12.38,2019-10-30 08:16:19,432.0,0,0,0
162,56.89,900.0,19.6,13.06,2019-10-30 08:31:26,525.0,0,0,0
163,56.81,900.01,19.67,14.0,2019-10-30 08:46:34,599.0,0,0,0
164,55.71,900.13,20.9,15.19,2019-10-30 09:01:41,760.0,0,0,0
165,54.96,900.29,21.66,15.81,2019-10-30 09:16:48,1284.0,0,0,0
166,54.08,900.2,22.52,15.94,2019-10-30 09:31:56,1431.0,0,0,0
167,53.32,900.18,23.4,17.44,2019-10-30 09:47:03,1619.0,0,0,0
168,52.11,900.25,24.63,18.19,2019-10-30 10:02:10,1828.0,0,0,0
169,51.17,900.23,25.44,17.81,2019-10-30 10:17:18,2028.0,0,0,0
170,50.03,899.87,26.32,19.44,2019-10-30 10:32:25,2342.0,0,0,0
171,44.16,899.73,32.14,22.62,2019-10-30 10:47:32,2606.0,0,0,0
172,41.04,899.52,35.65,23.38,2019-10-30 11:02:39,6542.0,0,0,0
173,39.84,899.39,37.38,24.75,2019-10-30 11:17:47,6400.0,0,0,0
174,39.01,899.04,38.49,24.25,2019-10-30 11:32:54,6046.0,0,0,0
175,38.57,898.92,39.6,26.44,2019-10-30 11:48:01,6379.0,0,0,0
176,38.95,898.73,39.34,25.56,2019-10-30 12:03:08,6138.0,0,0,0
177,38.99,898.48,39.6,24.75,2019-10-30 12:18:16,6372.0,0,0,0
178,39.41,898.25,39.48,25.06,2019-10-30 12:33:23,6051.0,0,0,0
179,45.5,897.88,34.0,23.44,2019-10-30 12:48:30,5121.0,0,0,0
180,47.63,897.63,31.74,23.25,2019-10-30 13:03:37,2202.0,13066,41591,1
181,48.33,897.36,30.6,23.69,2019-10-30 13:18:45,1843.0,18036,59298,1
182,48.24,897.21,30.49,23.88,2019-10-30 13:33:52,1720.0,24886,47654,1
183,48.02,897.05,30.22,22.44,2019-10-30 13:48:59,1666.0,16238,29048,1
184,48.09,896.9,29.95,23.44,2019-10-30 14:04:06,1567.0,20873,35299,1
185,47.81,896.73,29.99,23.5,2019-10-30 14:19:14,1490.0,13452,26021,1
186,48.08,896.4,29.77,22.75,2019-10-30 14:34:21,1442.0,25444,43949,1
187,48.15,896.32,29.65,23.19,2019-10-30 14:49:28,1211.0,0,0,0
188,48.35,896.21,29.36,23.12,2019-10-30 15:04:36,1150.0,0,0,0
189,48.49,896.12,29.14,22.88,2019-10-30 15:19:43,1034.0,9505,1530,1
190,48.9,896.13,28.51,22.69,2019-10-30 15:34:50,914.0,4668,925,1
191,49.2,896.23,28.17,22.5,2019-10-30 15:49:57,780.0,2962,717,1
192,49.44,896.24,27.73,22.25,2019-10-30 16:05:05,672.0,0,0,0
193,49.65,896.2,27.79,21.5,2019-10-30 16:20:12,577.0,0,0,0
194,50.23,896.28,27.04,20.81,2019-10-30 16:48:34,472.0,0,0,0
195,50.24,896.27,27.04,21.12,2019-10-30 16:48:35,290.0,0,0,0
196,50.76,896.39,26.65,20.5,2019-10-30 17:03:42,290.0,0,0,0
197,51.35,896.54,26.02,19.62,2019-10-30 17:18:50,156.0,0,0,0
198,58.74,899.56,16.4,11.5,2019-10-31 07:21:31,119.0,0,0,0
199,58.75,899.51,16.38,11.06,2019-10-31 07:21:32,180.0,0,0,0
200,58.49,899.7,16.95,11.19,2019-10-31 07:36:39,180.0,0,0,0
201,58.09,899.85,17.47,12.12,2019-10-31 07:51:47,242.0,0,0,0
202,57.67,900.01,17.8,11.69,2019-10-31 08:06:54,309.0,0,0,0
203,57.16,900.07,18.52,13.25,2019-10-31 08:22:01,495.0,0,0,0
204,56.31,900.16,19.39,13.81,2019-10-31 08:37:09,848.0,0,0,0
205,55.53,900.18,20.35,14.5,2019-10-31 08:52:16,1038.0,0,0,0
206,54.64,900.05,21.29,14.94,2019-10-31 09:07:23,1190.0,0,0,0
207,54.12,900.02,21.95,15.88,2019-10-31 09:22:30,1292.0,0,0,0
208,52.91,899.83,23.17,16.81,2019-10-31 09:37:38,1485.0,0,0,0
209,51.99,899.75,24.26,17.56,2019-10-31 09:52:45,1690.0,0,0,0
210,51.09,899.68,25.17,17.88,2019-10-31 10:07:52,1880.0,0,0,0
211,50.12,899.59,26.33,19.5,2019-10-31 10:22:59,2126.0,0,0,0
212,47.45,899.37,29.14,22.75,2019-10-31 10:38:07,2450.0,0,0,0
213,41.53,899.28,35.34,24.56,2019-10-31 10:53:14,5827.0,0,0,0
